serial,name,county,school,batch,detail-link
034701-4,新屋樓,桃園市,市立新屋國小,104年8批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034701&bid=4&blank
034704-2,後棟,桃園市,市立頭洲國小,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034704&bid=2&blank
034705-4,第三棟2,桃園市,市立永安國小,105年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034705&bid=4&blank
034705-5,第一棟教室,桃園市,市立永安國小,105年4批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034705&bid=5&blank
034709-3,專科教室,桃園市,市立蚵間國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034709&bid=3&blank
034712-1,圖書館,桃園市,市立觀音國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034712&bid=1&blank
034715-1,東棟教室-1,桃園市,市立新坡國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034715&bid=1&blank
034715-2,東棟教室-2,桃園市,市立新坡國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034715&bid=2&blank
034719-3,明德樓右側,桃園市,市立草漯國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034719&bid=3&blank
034719-4,明德樓左側,桃園市,市立草漯國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034719&bid=4&blank
034722-4,東二棟,桃園市,市立龍潭國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034722&bid=4&blank
034723-1,第一棟,桃園市,市立德龍國小,99年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034723&bid=1&blank
034723-3,第三棟,桃園市,市立德龍國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034723&bid=3&blank
034724-2,B棟至善樓,桃園市,市立潛龍國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034724&bid=2&blank
034724-4,西棟至真樓,桃園市,市立潛龍國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034724&bid=4&blank
034725-3,A棟左,桃園市,市立石門國小,105年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034725&bid=3&blank
034725-5,B棟左,桃園市,市立石門國小,105年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034725&bid=5&blank
034725-6,B棟右,桃園市,市立石門國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034725&bid=6&blank
034725-7,C-1棟,桃園市,市立石門國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034725&bid=7&blank
034727-3,行政樓,桃園市,市立龍源國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034727&bid=3&blank
034728-1,西棟教室,桃園市,市立三和國小,105年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034728&bid=1&blank
034728-2,北棟,桃園市,市立三和國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034728&bid=2&blank
034728-4,女生宿舍,桃園市,市立三和國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034728&bid=4&blank
034728-5,男生宿舍,桃園市,市立三和國小,108年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034728&bid=5&blank
034729-3,行政大樓A,桃園市,市立武漢國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034729&bid=3&blank
034729-4,行政大樓B,桃園市,市立武漢國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034729&bid=4&blank
034729-5,行政大樓C,桃園市,市立武漢國小,102年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034729&bid=5&blank
034729-7,資訊大樓,桃園市,市立武漢國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034729&bid=7&blank
034729-9,智傑樓-右,桃園市,市立武漢國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034729&bid=9&blank
034730-8,幼稚園,桃園市,市立介壽國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034730&bid=8&blank
034732-1,辦公室教室,桃園市,市立義盛國小,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034732&bid=1&blank
034733-2,B棟,桃園市,市立霞雲國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034733&bid=2&blank
034733-8,D棟右中,桃園市,市立霞雲國小,104年8批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034733&bid=8&blank
034734-1,多功能教室及幼稚園,桃園市,市立奎輝國小,98年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034734&bid=1&blank
034734-2,第一部分教室,桃園市,市立奎輝國小,98年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034734&bid=2&blank
034734-4,綜合教室,桃園市,市立奎輝國小,105年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034734&bid=4&blank
034735-4,教師宿舍A棟,桃園市,市立光華國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034735&bid=4&blank
034736-5,健康中心,桃園市,市立高義國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034736&bid=5&blank
034736-6,國幼班教室,桃園市,市立高義國小,103年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034736&bid=6&blank
034738-1,教室主建築,桃園市,市立三光國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034738&bid=1&blank
034738-5,教師宿舍(中/下),桃園市,市立三光國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034738&bid=5&blank
034739-1,行政區大樓,桃園市,市立羅浮國小(高坡分校),104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034739&bid=1&blank
034741-1,舊宿舍,桃園市,市立巴崚國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034741&bid=1&blank
034741-4,行政大樓前棟,桃園市,市立巴崚國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034741&bid=4&blank
034742-2,D,桃園市,市立東安國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034742&bid=2&blank
034744-1,右棟,桃園市,市立錦興國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034744&bid=1&blank
034744-2,左棟,桃園市,市立錦興國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034744&bid=2&blank
034744-3,前棟,桃園市,市立錦興國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034744&bid=3&blank
034744-4,後棟,桃園市,市立錦興國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034744&bid=4&blank
034745-7,教學大樓-6,桃園市,市立興國國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034745&bid=7&blank
034746-1,教學大樓,桃園市,市立華勛國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034746&bid=1&blank
034746-3,專科大樓,桃園市,市立華勛國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034746&bid=3&blank
034747-9,一心樓、三綱樓、四維樓及五常樓,桃園市,市立同安國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034747&bid=9&blank
034747-10,二聖樓,桃園市,市立同安國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034747&bid=10&blank
034752-3,A棟、B棟,桃園市,市立建德國小,104年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034752&bid=3&blank
034756-1,A區4樓頂樓,桃園市,市立大有國小,98年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034756&bid=1&blank
034756-2,C區4樓頂樓,桃園市,市立大有國小,98年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034756&bid=2&blank
034761-2,明德樓,桃園市,市立光明國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034761&bid=2&blank
034764-1,一期大樓,桃園市,市立忠福國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034764&bid=1&blank
034764-2,二期大樓,桃園市,市立忠福國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034764&bid=2&blank
034X53-03-1,烏林分班,桃園市,桃園市龍潭區立幼兒園烏林分班,105年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X53-03&bid=1&blank
034X57-3,禮堂,桃園市,桃園市立楊梅幼兒園,105年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X57&bid=3&blank
034X57-01-1,楊梅分班,桃園市,桃園市立楊梅幼兒園楊梅分班,105年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X57-01&bid=1&blank
034X57-04-1,大東分班,桃園市,桃園市立楊梅幼兒園大東分班,105年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X57-04&bid=1&blank
034X5B-13-1,三和分班,桃園市,桃園市立大園幼兒園三和分班,106年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X5B-13&bid=1&blank
034X5C-02-1,內柵分班,桃園市,大溪鎮立幼兒園內柵分班,104年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X5C-02&bid=1&blank
034X5C-03-1,頭寮分班,桃園市,大溪鎮立幼兒園頭寮分班,104年幼兒園,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=034X5C-03&bid=1&blank
040302-16,行政大樓,新竹縣,國立竹東高中,98年4批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=040302&bid=16&blank
040304-9,男生宿舍,新竹縣,國立關西高中,99年5批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=040304&bid=9&blank
044320-3,學生第一大樓,新竹縣,縣立湖口高中,104年資本門,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044320&bid=3&blank
044320-8,知新樓,新竹縣,縣立湖口高中,104年資本門,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044320&bid=8&blank
044503-1,西大樓,新竹縣,縣立員東國中,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044503&bid=1&blank
044503-3,活動中心,新竹縣,縣立員東國中,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044503&bid=3&blank
044504-1,第三棟教學大樓,新竹縣,縣立關西國中,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044504&bid=1&blank
044504-3,第一棟教學大樓,新竹縣,縣立關西國中,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044504&bid=3&blank
044504-5,工藝教室,新竹縣,縣立關西國中,104年9批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044504&bid=5&blank
044505-4,思源樓,新竹縣,縣立石光國中,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044505&bid=4&blank
044506-2,教學大樓,新竹縣,縣立富光國中,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044506&bid=2&blank
044506-6,廚房,新竹縣,縣立富光國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044506&bid=6&blank
044506-7,專科教室,新竹縣,縣立富光國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044506&bid=7&blank
044507-5,明智樓,新竹縣,縣立新埔國中,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044507&bid=5&blank
044507-8,圖書館(原禮堂),新竹縣,縣立新埔國中,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044507&bid=8&blank
044508-1,教學大樓,新竹縣,縣立照門國中,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044508&bid=1&blank
044509-2,信義樓,新竹縣,縣立竹北國中,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044509&bid=2&blank
044509-5,和平樓A,新竹縣,縣立竹北國中,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044509&bid=5&blank
044509-6,和平樓B,新竹縣,縣立竹北國中,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044509&bid=6&blank
044510-1,教學行政大樓,新竹縣,縣立鳳岡國中,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044510&bid=1&blank
044510-2,圖書室大樓,新竹縣,縣立鳳岡國中,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044510&bid=2&blank
044510-4,活動中心大樓,新竹縣,縣立鳳岡國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044510&bid=4&blank
044510-5,家政大樓,新竹縣,縣立鳳岡國中,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044510&bid=5&blank
044514-1,教學暨行政大樓,新竹縣,縣立精華國中,100年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044514&bid=1&blank
044516-1,第一棟教室右側,新竹縣,縣立華山國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044516&bid=1&blank
044516-2,第一棟教室左側,新竹縣,縣立華山國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044516&bid=2&blank
044516-3,第二棟教室,新竹縣,縣立華山國中,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044516&bid=3&blank
044517-2,圖書視廳大樓,新竹縣,縣立寶山國中,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044517&bid=2&blank
044517c1-1,教學行政樓,新竹縣,縣立寶山國中(莒光分部),100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044517c1&bid=1&blank
044519-1,向南教室,新竹縣,縣立峨眉國中,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044519&bid=1&blank
044519-2,向東教室,新竹縣,縣立峨眉國中,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044519&bid=2&blank
044521-1,後棟東2,新竹縣,縣立新湖國中,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044521&bid=1&blank
044522-1,行政大樓,新竹縣,縣立中正國中,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044522&bid=1&blank
044523-1,康園家政教室,新竹縣,縣立五峰國中,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044523&bid=1&blank
044523-2,活動中心資源教室,新竹縣,縣立五峰國中,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044523&bid=2&blank
044524-5,教職員宿舍,新竹縣,縣立尖石國中,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044524&bid=5&blank
044524-6,男學生宿舍,新竹縣,縣立尖石國中,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044524&bid=6&blank
044601-6,學生活動中心,新竹縣,縣立關西國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044601&bid=6&blank
044602-2,教室1,新竹縣,縣立東安國小,100年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044602&bid=2&blank
044605-1,辦公室大樓,新竹縣,縣立南和國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044605&bid=1&blank
044605-2,教學大樓,新竹縣,縣立南和國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044605&bid=2&blank
044606-1,教學大樓,新竹縣,縣立太平國小,104年9批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044606&bid=1&blank
044607-2,新棟教室,新竹縣,縣立東光國小,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044607&bid=2&blank
044607-3,禮堂,新竹縣,縣立東光國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044607&bid=3&blank
044608-1,教學大樓,新竹縣,縣立錦山國小,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044608&bid=1&blank
044609-1,教學大樓,新竹縣,縣立玉山國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044609&bid=1&blank
044610-1,低年級教室,新竹縣,縣立新埔國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044610&bid=1&blank
044610-4,實驗班教室,新竹縣,縣立新埔國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044610&bid=4&blank
044611-5,中棟教室大樓A,新竹縣,縣立新星國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044611&bid=5&blank
044611-6,中棟教室大樓B,新竹縣,縣立新星國小,104年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044611&bid=6&blank
044613-1,北棟,新竹縣,縣立清水國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044613&bid=1&blank
044614-3,教學大樓-原始校舍,新竹縣,縣立照東國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044614&bid=3&blank
044617-1,教學行政大樓,新竹縣,縣立寶石國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044617&bid=1&blank
044619-1,至善樓,新竹縣,縣立竹東國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044619&bid=1&blank
044619-2,教學大樓二,新竹縣,縣立竹東國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044619&bid=2&blank
044619-3,教學大樓伯仁館,新竹縣,縣立竹東國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044619&bid=3&blank
044619-4,民族資源教室（原東幼）,新竹縣,縣立竹東國小,104年一般,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044619&bid=4&blank
044620-3,B棟,新竹縣,縣立中山國小,105年4批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044620&bid=3&blank
044620-6,中山樓,新竹縣,縣立中山國小,103年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044620&bid=6&blank
044623-1,竹中樓,新竹縣,縣立竹中國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044623&bid=1&blank
044624-2,C棟教室,新竹縣,縣立員崠國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044624&bid=2&blank
044624-3,A棟教室,新竹縣,縣立員崠國小,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044624&bid=3&blank
044625-1,主要教室,新竹縣,縣立陸豐國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044625&bid=1&blank
044625-2,專科教室,新竹縣,縣立陸豐國小,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044625&bid=2&blank
044629-1,D棟教室,新竹縣,縣立竹仁國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044629&bid=1&blank
044630-3,美術大樓,新竹縣,縣立新社國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044630&bid=3&blank
044632-1,中央教室,新竹縣,縣立東海國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044632&bid=1&blank
044633-1,東棟教室,新竹縣,縣立豐田國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044633&bid=1&blank
044633-2,北棟教室,新竹縣,縣立豐田國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044633&bid=2&blank
044636-1,南棟教室,新竹縣,縣立鳳岡國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044636&bid=1&blank
044637-5,樂群樓,新竹縣,縣立新湖國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044637&bid=5&blank
044637-6,明德樓,新竹縣,縣立新湖國小,106年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044637&bid=6&blank
044638-1,B棟教室,新竹縣,縣立和興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044638&bid=1&blank
044641-7,西棟教室1,新竹縣,縣立山崎國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044641&bid=7&blank
044641-8,西棟教室2,新竹縣,縣立山崎國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044641&bid=8&blank
044642-3,綜合大樓A棟,新竹縣,縣立長安國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044642&bid=3&blank
044642-4,綜合大樓B棟,新竹縣,縣立長安國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044642&bid=4&blank
044643-2,西棟教室,新竹縣,縣立中興國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044643&bid=2&blank
044644-6,前棟教室,新竹縣,縣立華興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044644&bid=6&blank
044644-7,右棟教室,新竹縣,縣立華興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044644&bid=7&blank
044644-8,中棟教室,新竹縣,縣立華興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044644&bid=8&blank
044644-9,後棟教室,新竹縣,縣立華興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044644&bid=9&blank
044646-1,前棟教學大樓,新竹縣,縣立田寮國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044646&bid=1&blank
044646-2,後棟教學大樓,新竹縣,縣立田寮國小,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044646&bid=2&blank
044647-1,行政大樓,新竹縣,縣立大肚國小,104年自籌,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044647&bid=1&blank
044647-2,智善館,新竹縣,縣立大肚國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044647&bid=2&blank
044647-3,專科教室,新竹縣,縣立大肚國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044647&bid=3&blank
044647-4,幼稚園,新竹縣,縣立大肚國小,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044647&bid=4&blank
044648-1,禮堂,新竹縣,縣立沙坑國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044648&bid=1&blank
044651-2,仁棟,新竹縣,縣立新豐國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044651&bid=2&blank
044652-1,教學大樓,新竹縣,縣立瑞興國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044652&bid=1&blank
044653-1,綜合大樓,新竹縣,縣立福龍國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044653&bid=1&blank
044657-1,A棟舍,新竹縣,縣立五龍國小,100年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044657&bid=1&blank
044658-2,教學大樓,新竹縣,縣立寶山國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044658&bid=2&blank
044660-1,B棟,新竹縣,縣立雙溪國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044660&bid=1&blank
044660-5,A1棟,新竹縣,縣立雙溪國小,100年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044660&bid=5&blank
044660-6,A2棟,新竹縣,縣立雙溪國小,100年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044660&bid=6&blank
044662-2,禮堂,新竹縣,縣立北埔國小,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044662&bid=2&blank
044664-1,B棟教室,新竹縣,縣立峨眉國小,101年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044664&bid=1&blank
044665-1,教室主建物,新竹縣,縣立富興國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044665&bid=1&blank
044667-1,教學大樓（2樓）,新竹縣,縣立嘉興國小,105年一般,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044667&bid=1&blank
044667-2,禮堂及專科大樓,新竹縣,縣立嘉興國小,105年一般,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044667&bid=2&blank
044667a1-1,教學行政大樓,新竹縣,縣立嘉興國小(義興分校),103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044667a1&bid=1&blank
044668-5,宿舍B,新竹縣,縣立新樂國小,107年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044668&bid=5&blank
044671-1,辦公教學大樓,新竹縣,縣立玉峰國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044671&bid=1&blank
044671-2,學生宿舍,新竹縣,縣立玉峰國小,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044671&bid=2&blank
044673-4,圖書室、電腦教室,新竹縣,縣立秀巒國小,99年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044673&bid=4&blank
044673-5,學生宿舍,新竹縣,縣立秀巒國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044673&bid=5&blank
044673a1-2,教學大樓,新竹縣,縣立秀巒國小(田埔分校),105年4批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044673a1&bid=2&blank
044674-1,教學行政大樓,新竹縣,縣立新光國小,103年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044674&bid=1&blank
044674-4,校長室,新竹縣,縣立新光國小,108年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044674&bid=4&blank
044675-1,D棟,新竹縣,縣立五峰國小,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044675&bid=1&blank
044676-1,教學大樓,新竹縣,縣立桃山國小,101年2批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044676&bid=1&blank
044677-1,教室,新竹縣,縣立花園國小,102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044677&bid=1&blank
044677a1-1,教室A,新竹縣,縣立花園國小(竹林分校),102年1批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=044677a1&bid=1&blank
050303-4,東大樓,苗栗縣,國立苗栗高中,99年8批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050303&bid=4&blank
050303-5,科學館2,苗栗縣,國立苗栗高中,98年4批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050303&bid=5&blank
050310-3,行政大樓,苗栗縣,國立竹南高中,99年7批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050310&bid=3&blank
050310-14,化工實習工廠,苗栗縣,國立竹南高中,98年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050310&bid=14&blank
050310-15,化工大樓,苗栗縣,國立竹南高中,98年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050310&bid=15&blank
050310-20,圖書館,苗栗縣,國立竹南高中,99年5批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050310&bid=20&blank
050314-13,餐秀廳,苗栗縣,國立卓蘭高中,98年3批,https://school.ncree.org.tw/school/control/building/construction-summary1.php?sid=050314&bid=13&blank
